性别,人数,成长环境均分,学生发展均分,亲子关系,师生关系,同伴关系,校园安全,身心健康,情绪状态,运动健康,学习创新机会,学习习惯,学业达标
男,4736,68.74623662373311,70.6932861204955,66.83646537162163,78.1469968116554,53.259507960304056,76.74197635135135,60.44921875,76.39094172297297,85.03374894425676,57.16158150337838,57.138583910472974,87.98564189189189
女,4309,69.07543114411696,71.72915869884737,67.55482710605709,79.24886131352983,50.779075841262475,78.71896031561847,60.686934323508936,73.00707820840103,87.1593768855883,58.920109074031096,57.88852726850777,92.71292643304712
